Row	Col	ControlType	ProbeName	SystematicName	logFC	t	P.Value	adj.P.Val	B
3728	46	38	0	A_07_P004637	b0837	-3.56089309899406	-21.2230863602755	5.35069506329751e-08	2.49755255649867e-06	9.3444203982629
11577	142	15	0	A_07_P042612	Z3574	-3.14496125570659	-21.2083872468081	5.37830426976592e-08	2.49755255649867e-06	9.33918326670097
8049	99	13	0	A_07_P032198	c_2661	-2.49039976321906	-21.1976379164795	5.39859661145683e-08	2.49755255649867e-06	9.3353507246568
3257	40	59	0	A_07_P055169	ECs2666	-2.68049755239663	-21.1913052923595	5.41059170962244e-08	2.49755255649867e-06	9.33309184653948
15475	189	59	0	A_07_P013800	b2302	-3.09122805721738	-21.1801711173585	5.43175492650681e-08	2.49755255649867e-06	9.32911832699696
2481	31	21	0	A_07_P046361	Z0919	-3.15117205815768	-21.0854555280924	5.61561866351059e-08	2.5696202889262e-06	9.29521810814333
10943	134	37	0	A_07_P018281	b3453	-3.91810662190278	-21.0559844732513	5.67425622030698e-08	2.58396898647825e-06	9.28463385102083
11477	140	79	0	A_07_P015127	b1953	-2.79818846627331	-20.9649811668564	5.85973793114689e-08	2.64922522412859e-06	9.25184205746222
5654	69	78	0	A_07_P009431	b1468	-3.30805128677095	-20.9583623863632	5.87349342342698e-08	2.64922522412859e-06	9.24945063540158
8142	100	24	0	A_07_P000212	b3097	-3.30830160418513	-20.9442314527048	5.90298341056997e-08	2.64990800307672e-06	9.24434207846016
347	5	19	0	A_07_P006491	b2905	-3.61256658524393	-20.9191737679791	5.95568910199338e-08	2.66095694217365e-06	9.23527350320379
6958	85	70	0	A_07_P020216	b1514	-2.76753307675178	-20.8278134408685	6.15241072445437e-08	2.73594527615173e-06	9.20210266628381
4398	54	52	0	A_07_P039704	c_4416	-2.62108288351013	-20.800985085797	6.21156671509924e-08	2.74525799631074e-06	9.19232993337687
3515	43	71	0	A_07_P000173	b3089	-2.60647586300388	-20.7920916407621	6.23131829821377e-08	2.74525799631074e-06	9.18908711355648
1478	19	2	0	A_07_P030595	c_3257	-2.748469915333	-20.7226693381721	6.38796319295391e-08	2.8003571188544e-06	9.16371844485055
12591	154	45	0	A_07_P004766	b0863	-2.63957113730237	-20.7106583840011	6.41551409197008e-08	2.8003571188544e-06	9.15931938291606
311	4	65	0	A_07_P013377	b2464	-4.17663735414194	-20.6734162929071	6.50179832826181e-08	2.82500154886678e-06	9.14566057875686
9690	119	14	0	A_07_P014857	b1376	-4.09670631519241	-20.6562075675575	6.5421109256543e-08	2.82953765697706e-06	9.13933956702053
1877	23	73	0	A_07_P004854	b0880	-2.82009642685564	-20.6264323353158	6.61253066541448e-08	2.84699502103663e-06	9.12838834702296
7722	95	14	0	A_07_P052321	Z5666	-3.04334994745427	-20.5568602329676	6.78043723235097e-08	2.90607698935875e-06	9.10272884652273
2816	35	28	0	A_07_P038791	c_1664	2.59748383171361	20.542023243031	6.81686552334748e-08	2.90852928996159e-06	9.09724375253504
10016	123	12	0	A_07_P054329	ECs2119	-3.24750829346403	-20.4664115998442	7.00598119700458e-08	2.97581407614472e-06	9.06921989326536
4759	59	3	0	A_07_P003515	b2150	-3.30191602708384	-20.4317129671405	7.09474770513775e-08	3.00006474388682e-06	9.05631972053064
14690	180	12	0	A_07_P030517	c_3208	-3.85900062398903	-20.3404026724908	7.33447742952386e-08	3.08765200944222e-06	9.02225208138941
10282	126	32	0	A_07_P017821	b3359	-3.57550600969142	-20.3215027566102	7.38523418759875e-08	3.09526275331572e-06	9.01517865922784
14554	178	40	0	A_07_P058980	ECs5165	-2.5859447517844	-20.2549759200924	7.56708058301483e-08	3.15750604767914e-06	8.99022044248935
10836	133	12	0	A_07_P048034	Z2193	-3.17137739534129	-20.2376653391157	7.61522408328967e-08	3.16365800512806e-06	8.98371080991012
5855	72	33	0	A_07_P015376	b2010	3.12052999801312	20.2133821351212	7.6833442353852e-08	3.17801906539601e-06	8.9745683800221
14975	183	51	0	A_07_P058876	ECs0037	-3.14509288281524	-20.1775692141572	7.78506878250157e-08	3.19408102725973e-06	8.96106215221361
9181	112	79	0	A_07_P004398	b0789	-2.78744182916641	-20.1759796327231	7.78961905930108e-08	3.19408102725973e-06	8.96046203366635
12191	149	55	0	A_07_P051949	Z0607	-2.91539079665533	-20.1269407488769	7.93148402760521e-08	3.23823347885675e-06	8.94192167009211
7336	90	38	0	A_07_P016748	b0598	-2.45858852845569	-20.0978764481772	8.01694182722492e-08	3.25907609388302e-06	8.93090881882823
9346	114	80	0	A_07_P015860	b1836	-3.43832510003359	-20.0242051207845	8.23825983554539e-08	3.33430349764446e-06	8.90291213748575
9543	117	31	0	A_07_P002256	b2762	-5.59905533024944	-19.996262888532	8.32400195291963e-08	3.33430349764446e-06	8.89226274798238
15634	191	54	0	A_07_P012663	b3238	5.16444949501615	19.9956850070575	8.32578582667291e-08	3.33430349764446e-06	8.89204232584601
9468	116	38	0	A_07_P036937	c_5244	3.43314082997494	19.9901806284804	8.34279908088826e-08	3.33430349764446e-06	8.88994241907481
4923	61	3	0	A_07_P063542	ECs4260	-2.78744138593358	-19.9769076007745	8.38398600544358e-08	3.33668552283872e-06	8.88487608075625
6171	76	21	0	A_07_P008870	b4045	-3.59888114766097	-19.9364245261864	8.51103376877029e-08	3.37307580994946e-06	8.86939990402475
3477	43	33	0	A_07_P001960	b2702	-2.82669510529304	-19.9210518959442	8.55984657456673e-08	3.37828611476234e-06	8.86351376193572
6189	76	39	0	A_07_P062979	ECs0539	-3.0140431880529	-19.9034508156742	8.61612440968325e-08	3.38638715388049e-06	8.85676800021461
4221	52	39	0	A_07_P009311	b1444	-3.30037964464044	-19.823758415744	8.87622335851239e-08	3.47419783685245e-06	8.82614007621646
1852	23	48	0	A_07_P063629	ECs4759	-5.04750675247132	-19.8110524796583	8.91850770678313e-08	3.47551463046827e-06	8.82124390995586
10467	128	53	0	A_07_P020212	b1513	-3.96365215335722	-19.8007464461426	8.95297265450019e-08	3.47551463046827e-06	8.81726991261256
14344	175	76	0	A_07_P041662	c_3256	-2.70484783094047	-19.7674387611769	9.06539241310134e-08	3.50479171171004e-06	8.80441041724309
12982	159	26	0	A_07_P048607	Z4601	4.18913948094085	19.740539915972	9.15734648478027e-08	3.52595064649751e-06	8.79400729248103
1204	15	56	0	A_07_P054092	ECs0541	-3.96848545139915	-19.7128067724899	9.25325808854418e-08	3.5484558953316e-06	8.78326464948823
14323	175	55	0	A_07_P056567	ECs0704	-2.72552915384559	-19.6787352020289	9.3726484545522e-08	3.57974702264187e-06	8.77004328207041
2460	30	82	0	A_07_P012538	b3212	-2.52453236022777	-19.648134266945	9.48136322103831e-08	3.60151631036715e-06	8.75814654893198
4085	50	67	0	A_07_P003412	b2130	-3.110790080433	-19.6341925365189	9.53136555457345e-08	3.60151631036715e-06	8.75271945660152
2876	36	6	0	A_07_P035426	c_0043	-2.96486432089663	-19.6213174756521	9.57780712175344e-08	3.60151631036715e-06	8.74770370863535
3103	38	69	0	A_07_P035589	c_5277	-2.39476534866494	-19.620231283347	9.58173680545314e-08	3.60151631036715e-06	8.74728038935449
4727	58	53	0	A_07_P008129	b0287	3.08896965572481	19.6002913529508	9.65420133331467e-08	3.61441087071765e-06	8.73950452762421
4929	61	9	0	A_07_P008486	b3957	-3.03139373000567	-19.5559505748185	9.81757315065193e-08	3.65144688585041e-06	8.72218107012095
10559	129	63	0	A_07_P052254	Z5351	-5.14415981197495	-19.5525514568828	9.8302254633853e-08	3.65144688585041e-06	8.72085123854855
1367	17	55	0	A_07_P058124	ECs1702	-3.90680621303615	-19.5192265459816	9.95524950289067e-08	3.68344231606955e-06	8.70779972520845
11258	138	24	0	A_07_P015778	b1817	-2.81826191207691	-19.4558016237608	1.0198196568605e-07	3.75865050186096e-06	8.68289000021602
5848	72	26	0	A_07_P044659	Z3017	-2.74594791177891	-19.4455610302631	1.02380477987214e-07	3.75871274222826e-06	8.67885947562706
6539	80	61	0	A_07_P010139	b0724	-3.2228505585724	-19.4223801096589	1.03289081064629e-07	3.77742925036357e-06	8.66972700038273
2080	26	30	0	A_07_P010135	b0723	-3.47805571847749	-19.3916892319362	1.04506100279319e-07	3.8072376224835e-06	8.65761692572829
768	10	30	0	A_07_P000856	b2214	2.27913391931218	19.3661391166482	1.05531638749181e-07	3.82333506533021e-06	8.64751880519577
14695	180	17	0	A_07_P018364	b1660	3.87769497145244	19.3528823339845	1.06068222465137e-07	3.82333506533021e-06	8.64227343408069
2504	31	44	0	A_07_P016218	b0486	-2.96409552846009	-19.3506494964864	1.06158902257374e-07	3.82333506533021e-06	8.64138955870676
7660	94	34	0	A_07_P060410	ECs1376	2.56272586146261	19.3382749811859	1.06663046140511e-07	3.82694080698076e-06	8.63648898562695
4823	59	67	0	A_07_P040769	c_1323	-2.23211629850632	-19.2872844261337	1.08769171274868e-07	3.88777958609643e-06	8.61625830127036
3973	49	37	0	A_07_P018298	b3456	-3.45586283331161	-19.2545319876216	1.10146767400897e-07	3.90634076200923e-06	8.60323186921461
6632	81	72	0	A_07_P002585	b0124	2.72728831415753	19.2485835264	1.10399075168251e-07	3.90634076200923e-06	8.60086334795702
2706	33	82	0	A_07_P041160	c_2121	-2.75469455687057	-19.2379064226473	1.10853591561679e-07	3.90634076200923e-06	8.59660993924905
8036	98	82	0	A_07_P004631	b0836	-2.64039347846163	-19.2359267243156	1.10938098076487e-07	3.90634076200923e-06	8.59582100043001
6505	80	27	0	A_07_P020229	b1516	-4.05987940981191	-19.2158185655666	1.11800584434419e-07	3.92213013245489e-06	8.58780242679166
3489	43	45	0	A_07_P004761	b0862	-2.45528482825815	-19.1454804378256	1.14877723067558e-07	4.0152095678816e-06	8.55967916702184
9836	120	78	0	A_07_P020245	b1519	-2.87732445484815	-19.0971478914184	1.17047650076715e-07	4.07601228502444e-06	8.540287045367
13844	169	68	0	A_07_P034855	c_1874	-3.0368803234519	-19.0406124515556	1.19644860583919e-07	4.15119457674315e-06	8.51753374485484
6032	74	46	0	A_07_P018663	b1723	-2.78383131774216	-19.0128731141379	1.20942967209793e-07	4.17046869653938e-06	8.50634203598698
553	7	61	0	A_07_P019364	b3917	-4.32157921208904	-19.0035574253462	1.213824743663e-07	4.17046869653938e-06	8.50257942563232
15375	188	41	0	A_07_P001260	b1005	-3.2153319130673	-19.0006237077117	1.21521258471798e-07	4.17046869653938e-06	8.50139406815185
7438	91	58	0	A_07_P006042	b2809	-4.09406135601508	-18.9829137927656	1.22362872442732e-07	4.17396763917102e-06	8.49423408813473
8579	105	51	0	A_07_P007516	b3517	-3.81110596066118	-18.9799462479562	1.22504540085467e-07	4.17396763917102e-06	8.49303360133441
3808	47	36	0	A_07_P009481	b1478	-2.59007588560382	-18.9528119661333	1.23808535647424e-07	4.20327759732042e-06	8.48204697967029
15520	190	22	0	A_07_P008378	b0337	-3.18307878624536	-18.9430085396541	1.24283512108405e-07	4.2043336667529e-06	8.47807326033415
6650	82	8	0	A_07_P020231	b1517	-3.37480180941616	-18.8835648617691	1.27208046641884e-07	4.28795237648372e-06	8.45392900323453
2831	35	43	0	A_07_P008066	b0273	-3.5015596069074	-18.8298768645109	1.29916394081457e-07	4.36283033285421e-06	8.43204940826133
14963	183	39	0	A_07_P008118	b0285	-3.65107257263354	-18.8213870517435	1.30350610662768e-07	4.36283033285421e-06	8.42858315536358
13051	160	13	0	A_07_P020403	b1552	3.39548402074162	18.7973646927278	1.31588161451744e-07	4.38874318757365e-06	8.41876575098351
12930	158	56	0	A_07_P000990	b2240	-4.24627772779828	-18.7874755686372	1.32101469598046e-07	4.39040392993928e-06	8.41472021628399
12897	158	23	0	A_07_P042582	c_2958	-4.97664910488568	-18.7678328395109	1.33127777172939e-07	4.40904302581148e-06	8.4066775352181
948	12	46	0	A_07_P000991	b2241	-2.90751990935017	-18.7458169283334	1.34288805176355e-07	4.43199847606424e-06	8.39765199254489
4264	52	82	0	A_07_P017821	b3359	-3.4702412619095	-18.7164569731357	1.35854974762875e-07	4.46811916997901e-06	8.38559731294042
2056	26	6	0	A_07_P000576	b3172	-4.06852522608623	-18.6972109102996	1.3689283035184e-07	4.47763237894373e-06	8.37768377843197
7355	90	57	0	A_07_P018118	b3418	-2.986231484404	-18.6935792377809	1.37089673764113e-07	4.47763237894373e-06	8.37618950115946
13225	162	23	0	A_07_P050696	Z1924	-4.25097619405985	-18.6830296431503	1.37663298041562e-07	4.4809166977652e-06	8.37184696140065
14223	174	37	0	A_07_P054279	ECs2069	-3.06822295932055	-18.6353915762793	1.40287580004822e-07	4.53927506448021e-06	8.35220359868732
2722	34	16	0	A_07_P016155	b1897	-3.1042763843213	-18.6331104601408	1.40414653071442e-07	4.53927506448021e-06	8.35126158788697
4635	57	43	0	A_07_P007652	b3544	-2.36528659940151	-18.6197991720234	1.41158778024944e-07	4.54780933827302e-06	8.34576199171241
11246	138	12	0	A_07_P005671	b3750	-2.60306116051165	-18.5945866340076	1.42580451049595e-07	4.57804078759921e-06	8.3353333635847
14166	173	62	0	A_07_P043568	Z0353	3.13957337027656	18.5799698073449	1.43412063973127e-07	4.58918604714007e-06	8.3292802221468
6037	74	51	0	A_07_P017561	b4376	-4.37183238858223	-18.5605053503359	1.44528001909259e-07	4.59397856957451e-06	8.32121134973832
9779	120	21	0	A_07_P009784	b0643	-2.53877385785361	-18.5564144592266	1.44763787196401e-07	4.59397856957451e-06	8.31951429970278
13993	171	53	0	A_07_P002965	b0207	2.96993262479894	18.5520321909275	1.45016848849533e-07	4.59397856957451e-06	8.31769591457659
4694	58	20	0	A_07_P004288	b0767	-2.98375130226937	-18.5048454169506	1.47773637887825e-07	4.66198246483584e-06	8.29808588011492
10759	132	17	0	A_07_P013834	b2309	-2.35933652276904	-18.498516429287	1.48147880269804e-07	4.66198246483584e-06	8.29545143586524
10455	128	41	0	A_07_P018954	b3829	-4.8742925503022	-18.4770479708267	1.4942534310862e-07	4.68661208584388e-06	8.28650772124672
427	6	17	0	A_07_P008337	b0329	-3.20483923584103	-18.4661001845921	1.50081571276827e-07	4.69165888823136e-06	8.28194245580999
530	7	38	0	A_07_P061573	ECs5109	-3.76410666154851	-18.4525840010976	1.50896250202738e-07	4.7016094800011e-06	8.27630201598252
9964	122	42	0	A_07_P056671	ECs0778	-3.22129461129323	-18.4368505228921	1.51850876059874e-07	4.71584097717746e-06	8.26973050221981
9906	121	66	0	A_07_P008122	b0286	-3.18308329776898	-18.3849456948504	1.55048922883145e-07	4.79942286780768e-06	8.24800687619074
1888	24	2	0	A_07_P052627	Z3252	-3.25359653331162	-18.3635315194997	1.56390451791747e-07	4.81156700069518e-06	8.23902463428165
5664	70	6	0	A_07_P062985	ECs0610	-3.85005065103534	-18.3624714127933	1.564572039922e-07	4.81156700069518e-06	8.2385796679378
1365	17	53	0	A_07_P016133	b1891	-3.36354697988833	-18.3446370931309	1.57585026133312e-07	4.83056753247486e-06	8.23108967128151
3602	44	76	0	A_07_P001241	b1002	-2.32117060855123	-18.2862023833166	1.61345240199445e-07	4.92987779086819e-06	8.20649188237157
9136	112	34	0	A_07_P049867	Z5158	2.30505513882516	18.2302489056733	1.65041063993694e-07	5.02658828986582e-06	8.18285695273959
6469	79	73	0	A_07_P043806	Z0486	-2.32586431819884	-18.2023846705898	1.66917159603299e-07	5.05269860893122e-06	8.17105709540452
2112	26	62	0	A_07_P015623	b1786	2.06399771124232	18.2016753643293	1.66965230637191e-07	5.05269860893122e-06	8.17075646034505
13910	170	52	0	A_07_P041275	c_3484	-4.10214548064139	-18.1407657470655	1.71152145225514e-07	5.16290802412761e-06	8.14489195144992
9378	115	30	0	A_07_P046191	Z4861	2.16013611579014	18.1192803425324	1.72657252460915e-07	5.19177617558664e-06	8.13574557729344
10379	127	47	0	A_07_P062804	ACA-0285110	2.19358982028872	18.1061094744275	1.73587297189256e-07	5.20322430055897e-06	8.13013280179366
6109	75	41	0	A_07_P057602	ECs4605	2.20774497746912	18.0922169832113	1.74574437920273e-07	5.216306233378e-06	8.1242076270069
259	4	13	0	A_07_P034061	c_3858	-3.32582146538871	-18.0831175422868	1.75224442645148e-07	5.21926390168191e-06	8.12032397941188
5241	64	75	0	A_07_P003416	b2131	-3.27017423794049	-18.0659850296598	1.76455712933553e-07	5.23946242290475e-06	8.113005964668
4665	57	73	0	A_07_P030901	c_0399	2.92909131641139	18.0463824829393	1.77876505935809e-07	5.25055181304158e-06	8.10462351263092
2522	31	62	0	A_07_P034047	c_3847	-2.40599001148896	-18.045540378047	1.77937830657343e-07	5.25055181304158e-06	8.10426318667496
7011	86	41	0	A_07_P043791	Z0467	-3.68504556236653	-18.0228346573833	1.7960037253217e-07	5.28315133113267e-06	8.09454071342475
3053	38	19	0	A_07_P043076	Z3962	-3.76076977477428	-17.9685104683112	1.83649767056357e-07	5.38513103252002e-06	8.07122456905433
5796	71	56	0	A_07_P031086	c_0498	-2.32465076527296	-17.9611776092603	1.84204228730626e-07	5.38513103252002e-06	8.06807134081135
8920	109	64	0	A_07_P041711	c_3484	-3.73325867775763	-17.9286629670188	1.86685663574892e-07	5.44088186271193e-06	8.05407253781075
333	5	5	0	A_07_P005392	b0990	3.14874405698834	17.9176040257186	1.87538244493566e-07	5.44896396270876e-06	8.04930487970898
10627	130	49	0	A_07_P039605	c_4362	-2.45921782201074	-17.8758152872883	1.90799872940289e-07	5.5267779709187e-06	8.03125996857541
12186	149	50	0	A_07_P004773	b0864	-2.41532856287792	-17.8004973687997	1.96841643710712e-07	5.68440258910934e-06	7.99861951312702
3683	45	75	0	A_07_P057503	ECs4577	2.36349951393341	17.747715521923	2.01204475221964e-07	5.79273188237825e-06	7.97565513226925
5587	69	11	0	A_07_P020286	b1528	2.53208522167473	17.739816296605	2.01866759592622e-07	5.79418771776156e-06	7.97221189410961
10580	130	2	0	A_07_P033376	c_0786	-3.03491917107017	-17.6963692621868	2.05553753802061e-07	5.88219080366501e-06	7.95324346698996
5197	64	31	0	A_07_P003863	b4263	-2.56158990244124	-17.6770954578328	2.07213679751035e-07	5.91183124880062e-06	7.94481244357418
5858	72	36	0	A_07_P003891	b4269	-3.0402627214368	-17.6645213255588	2.08304768845995e-07	5.92511342495275e-06	7.93930666554878
5554	68	60	0	A_07_P001980	b2706	-2.61435747008592	-17.6320227081184	2.11154948775872e-07	5.98820261917683e-06	7.92505677208233
14763	181	3	0	A_07_P003401	b2128	-2.15498899781735	-17.5976419168824	2.14218260106705e-07	6.05694137233048e-06	7.90995031206793
7858	96	68	0	A_07_P052376	Z5839	-2.32298550892403	-17.5739868381047	2.16355071344206e-07	6.09285854005565e-06	7.89953785613503
5892	72	70	0	A_07_P018763	b1743	-2.68843500071683	-17.5693685356522	2.16775055743112e-07	6.09285854005565e-06	7.89750319365255
8516	104	70	0	A_07_P012805	b3267	2.11612038593359	17.5617739130922	2.17467708342565e-07	6.09424299828631e-06	7.89415599899263
9967	122	45	0	A_07_P044035	Z0805	-2.42987488733176	-17.5498337527581	2.18561748822973e-07	6.10683446858762e-06	7.88889039046161
2349	29	53	0	A_07_P019869	b2597	-3.25642465741201	-17.5354427383597	2.1988862606237e-07	6.12583842959638e-06	7.88253875848848
7006	86	36	0	A_07_P054279	ECs2069	-3.18025746190456	-17.514753485859	2.21812188807632e-07	6.16130513896155e-06	7.87339735983855
8943	110	5	0	A_07_P017833	b3361	-2.39605696226415	-17.4986110219485	2.23326225297462e-07	6.18522223981743e-06	7.86625674569969
2646	33	22	0	A_07_P034438	c_4196	-2.90178110065726	-17.4810157770575	2.24989834955444e-07	6.21313036938183e-06	7.85846531056228
13804	169	28	0	A_07_P042620	Z3575	-3.05644999061889	-17.4517147931533	2.27791372722421e-07	6.27220896054294e-06	7.8454714168752
13336	163	52	0	A_07_P053205	ECs3197	-2.94496422546646	-17.437104727418	2.29202985783982e-07	6.29278458361124e-06	7.83898351593852
12267	150	49	0	A_07_P018763	b1743	-2.60628289610284	-17.4198503331792	2.30882835194301e-07	6.32058443630178e-06	7.83131371913804
7689	94	63	0	A_07_P012400	b3184	2.63713990834238	17.3902774592977	2.33794434283156e-07	6.38184692083588e-06	7.81814895092513
8885	109	29	0	A_07_P040317	c_1199	2.12023724768048	17.3821552903491	2.34601347583943e-07	6.38547116182502e-06	7.81452899251195
9227	113	43	0	A_07_P001226	b0999	-2.34016842472301	-17.3725735128494	2.35557316533953e-07	6.39312006363782e-06	7.81025613677721
4333	53	69	0	A_07_P009495	b1481	-4.01013715146247	-17.3630150150718	2.36515349784332e-07	6.40078112330625e-06	7.8059911077962
2328	29	32	0	A_07_P041636	c_3207	-4.26635468225411	-17.3342513695914	2.39424942718734e-07	6.46106284168618e-06	7.79314127124652
11087	136	17	0	A_07_P001001	b2243	-3.00142930455053	-17.3035324586839	2.42577059377093e-07	6.52752814323813e-06	7.77939232715514
11695	143	51	0	A_07_P016905	b3592	-2.47806045943427	-17.2766048744582	2.45378739361971e-07	6.58421365222831e-06	7.76731845298097
3499	43	55	0	A_07_P020850	b1643	1.9889737198872	17.2490359813876	2.48285075464234e-07	6.64030827035801e-06	7.75493584240668
