Row	Col	ControlType	ProbeName	SystematicName	logFC	t	P.Value	adj.P.Val	B
9754	119	78	0	A_07_P038713	c_1620	0.881523047410194	4.05965641014613	0.00411635781542875	0.0111209758208047	-2.81702486737607
8732	107	40	0	A_07_P007896	b0237	-0.528529662801612	-4.05936949522698	0.00411793080277082	0.0111220531975607	-2.81743656565922
3605	44	79	0	A_07_P043336	Z0263	0.525597949917285	4.05897097272329	0.00412011675049749	0.011124785023008	-2.81800842959933
1395	18	1	0	A_07_P032067	c_2589	0.839368471995327	4.05771639905795	0.00412700646570466	0.0111402123804943	-2.81980883222004
13664	167	52	0	A_07_P037845	c_5153	0.517262492888128	4.05735559077729	0.00412899022001369	0.0111423918415868	-2.82032665696332
8958	110	20	0	A_07_P018786	b1748	-0.998586814815849	-4.05623770948591	0.00413514298954899	0.0111558172591877	-2.82193112857175
4882	60	44	0	A_07_P017462	b4353	-0.758527855148154	-4.05553492738427	0.0041390161580637	0.0111630868591058	-2.82293990291237
13373	164	7	0	A_07_P038909	c_1752	1.29045429089961	4.05485150431022	0.00414278640623964	0.0111700748192149	-2.8239209528729
3085	38	51	0	A_07_P009769	b0640	0.532685613166749	4.05307118999638	0.00415262537517814	0.0111934170613794	-2.82647687836929
12059	148	5	0	A_07_P006155	b2834	-0.571115218318171	-4.05194822411235	0.00415884450778764	0.0112069915157225	-2.82808929395997
13213	162	11	0	A_07_P009501	b1483	-0.891403327754259	-4.05099556014548	0.00416412839988594	0.0112180387382593	-2.82945731340638
103	2	21	0	A_07_P047033	Z5416	-0.604787821046569	-4.0502669171786	0.00416817468332725	0.0112257465454864	-2.83050372225966
9119	112	17	0	A_07_P018024	b3399	0.508669999039917	4.04958814133573	0.00417194787931767	0.0112327146995159	-2.83147858066445
8808	108	34	0	A_07_P000102	b3075	0.502859613704465	4.04885959245616	0.00417600187374924	0.0112404347110409	-2.83252499187384
13398	164	32	0	A_07_P044503	Z2855	0.771049574793061	4.04763057019762	0.00418285041945941	0.0112527169044163	-2.83429039180383
13465	165	17	0	A_07_P052202	Z5069	0.722057401762656	4.04744289996902	0.00418389725487042	0.0112527169044163	-2.8345599840768
6389	78	75	0	A_07_P062618	ECs1325	0.623886823420224	4.04740137899221	0.00418412889963621	0.0112527169044163	-2.83461963048025
5523	68	29	0	A_07_P049346	Z4878	-0.521705090556756	-4.0453116591128	0.00419580537835515	0.0112809164188987	-2.83762188794793
2258	28	44	0	A_07_P031039	c_0462	0.732165222741799	4.04336928930911	0.00420669019272499	0.0113069720503664	-2.84041297507378
12843	157	51	0	A_07_P018739	b1738	-0.571879986043202	-4.04195326741869	0.00421464469634723	0.0113221831717842	-2.84244804521033
6682	82	40	0	A_07_P053122	ECs3086	0.578911989641399	4.04177217571648	0.00421566315387309	0.0113221831717842	-2.84270832488851
4648	57	56	0	A_07_P055859	ECs3486	0.791837724260489	4.04142254247848	0.00421763024142008	0.0113221831717842	-2.84321085854369
10698	131	38	0	A_07_P018322	b1652	0.747685898852306	4.04141156367636	0.00421769202586267	0.0113221831717842	-2.84322663882306
855	11	35	0	A_07_P051473	Z1477	0.760696700270489	4.04129890939676	0.00421832605713961	0.0113221831717842	-2.84338856233851
788	10	50	0	A_07_P062294	ECs1236	0.50375810939966	4.03675936279918	0.00424396126797581	0.011387762359849	-2.8499148874856
13544	166	14	0	A_07_P007442	b3501	0.902482648828149	4.03500818052718	0.00425389541500843	0.0114111858881223	-2.85243322879429
4977	61	57	0	A_07_P009714	b0629	0.554918405496744	4.03124737557348	0.00427531504283387	0.011465397532764	-2.85784295410203
7771	95	63	0	A_07_P054131	ECs0550	0.704509603306071	4.03052823408262	0.00427942419736753	0.011473168977488	-2.85887761737704
10798	132	56	0	A_07_P043521	Z0338	0.647455493087879	4.02936093002987	0.00428610325127159	0.0114878239943533	-2.86055722051088
7558	93	14	0	A_07_P014447	b1293	1.18231246864829	4.02876309368854	0.00428952830939928	0.0114937516680707	-2.86141750191597
4175	51	75	0	A_07_P001278	b1009	0.465452974076862	4.02785339521703	0.0042947457428498	0.0115044772840139	-2.86272664174169
11159	137	7	0	A_07_P009938	b0684	0.514090961873418	4.02751091693981	0.00429671175420971	0.0115064896058452	-2.8632195281019
13135	161	15	0	A_07_P011887	b2949	0.617229406636703	4.0269846928272	0.00429973446639041	0.0115103661683537	-2.86397688745535
6551	80	73	0	A_07_P048346	Z2385	1.30186487874379	4.02683587363751	0.00430058972443029	0.0115103661683537	-2.86419107971146
9448	116	18	0	A_07_P050052	Z1554	0.577636998447102	4.02501886837133	0.00431104685448171	0.0115350948603533	-2.86680649437884
10658	130	80	0	A_07_P001576	b1075	-0.990599872196498	-4.02402910488981	0.00431675467179811	0.011547105408436	-2.8682313544885
7956	98	2	0	A_07_P014920	b1908	0.946664267287054	4.02327360648126	0.00432111702593468	0.0115555111433239	-2.86931905524968
11288	138	54	0	A_07_P053817	ECs0336	0.558340395994175	4.02026604096377	0.00433853052825933	0.0115988036025042	-2.87364983967774
2032	25	64	0	A_07_P059641	ECs0238	0.692884712623215	4.01723447687451	0.00435615991738241	0.0116426486279476	-2.87801639975147
8000	98	46	0	A_07_P057923	ECs4893	0.520875587033041	4.01573656017568	0.00436489934276817	0.0116615970000394	-2.88017439847246
12275	150	57	0	A_07_P015879	b1840	0.674868084596348	4.01559745764742	0.00436571188367184	0.0116615970000394	-2.88037481399519
15384	188	50	0	A_07_P019860	b2595	0.551006836963055	4.01346362063575	0.00437819683552058	0.0116916494011985	-2.88344951659474
1214	15	66	0	A_07_P009562	b1495	0.543862963157412	4.01118464690946	0.00439157368314745	0.0117212311399896	-2.8867340187719
9153	112	51	0	A_07_P049597	Z5078	0.548621155465021	4.01115477856552	0.00439174929432256	0.0117212311399896	-2.88677707020257
443	6	33	0	A_07_P006621	b1134	0.613227544362746	4.01067348198016	0.00439458013028736	0.0117254825335442	-2.8874708145419
7101	87	49	0	A_07_P056884	ECs0843	0.578146393661735	4.00816492445752	0.00440936670160431	0.011761622471866	-2.89108716521111
4992	61	72	0	A_07_P063667	ECs4880	0.598317260571089	4.00513465633329	0.0044273003491408	0.0118058773209112	-2.89545673050669
9569	117	57	0	A_07_P012686	b3243	0.848914150075682	4.00494078582548	0.00442845039286292	0.0118058773209112	-2.89573632802972
9259	113	75	0	A_07_P005861	b3795	-0.461217888166996	-4.00261388052412	0.00444227890702097	0.0118394107505072	-2.89909254939401
8952	110	14	0	A_07_P040830	c_1393	0.670635652943697	4.00134984504847	0.00444981050517309	0.0118561477088606	-2.9009160369163
13277	162	75	0	A_07_P053891	ECs0367	-0.70885335709638	-3.99992630869355	0.00445830902357279	0.011875450807447	-2.90296987255661
15684	192	22	0	A_07_P012868	b3287	0.832868943073313	3.99940676252148	0.00446141509183924	0.0118803833989039	-2.90371952507175
15162	185	74	0	A_07_P042771	Z3646	0.705301404177299	3.99875931643837	0.00446528907924187	0.011885207229515	-2.90465377422897
773	10	35	0	A_07_P019499	b3944	0.520578767072862	3.99848662714523	0.00446692180271133	0.011885207229515	-2.90504727494304
6937	85	49	0	A_07_P050868	Z5987	0.526984267536898	3.99847509043605	0.0044669908928498	0.011885207229515	-2.9050639230572
6094	75	26	0	A_07_P053529	ECs0241	0.673675625024724	3.99811710463685	0.00446913534508363	0.0118875737120562	-2.90558052526792
13443	164	77	0	A_07_P051955	Z0711	-3.22141616660792	-3.99720576743406	0.00447459958482471	0.0118987667791857	-2.90689573447626
6237	77	5	0	A_07_P045267	Z3322	0.62177404570089	3.99653504358022	0.00447862576324507	0.011903829500649	-2.90786376933119
5862	72	40	0	A_07_P055667	ECs2864	0.635769440093858	3.99646991399206	0.00447901692782022	0.011903829500649	-2.90795777200867
4937	61	17	0	A_07_P057923	ECs4893	0.553837348265792	3.9949428429257	0.0044881990361062	0.0119237431154436	-2.9101619813034
270	4	24	0	A_07_P016561	b0560	0.829648000248802	3.99480523723313	0.00448902744401097	0.0119237431154436	-2.9103606196562
5052	62	50	0	A_07_P018601	b1710	-0.524738061116548	-3.99232966668103	0.00450395907454748	0.0119588837738337	-2.9139346150284
14929	183	5	0	A_07_P000316	b3118	0.708223147755678	3.9921934507425	0.00450478223237316	0.0119588837738337	-2.914131294273
10186	125	18	0	A_07_P017965	b3387	0.629195345313739	3.99194254072781	0.00450629891688613	0.0119595582350085	-2.91449358422955
8774	107	82	0	A_07_P043021	Z3939	-0.776557869666739	-3.9915227443532	0.00450883771074771	0.0119629442006169	-2.91509974846895
11622	142	60	0	A_07_P000015	b3056	-0.470118311870192	-3.98971629132631	0.00451978023724168	0.0119886189882815	-2.91770843881762
100	2	18	0	A_07_P050293	Z1809	0.568349270624318	3.98779109115184	0.00453147371748149	0.0120162707312387	-2.92048908577414
8617	106	7	0	A_07_P041648	c_3216	-0.534621569139908	-3.98713749301793	0.00453545105106659	0.012021146686849	-2.92143321609415
7554	93	10	0	A_07_P019491	b3943	0.579495355014427	3.98707184528805	0.00453585074522787	0.012021146686849	-2.92152804814097
15370	188	36	0	A_07_P046534	Z0981	0.599207925371565	3.98528527760677	0.00454674285555026	0.0120466428888873	-2.92410906965162
15481	189	65	0	A_07_P007435	b3499	0.992034819593132	3.98403248191617	0.00455439761780981	0.0120635498422524	-2.92591921172991
14180	173	76	0	A_07_P053806	ECs0334	0.709779781692135	3.98156499364845	0.00456951514357548	0.0121002089572119	-2.92948504657877
4661	57	69	0	A_07_P001720	b1103	-0.591255048929424	-3.9812584746263	0.00457139687790688	0.0121010805520493	-2.9299280616462
4325	53	61	0	A_07_P045936	Z4511	-0.486026069943144	-3.98109522470147	0.00457239941889615	0.0121010805520493	-2.93016401347954
8450	104	4	0	A_07_P045662	Z4260	0.498597207147005	3.98061622086451	0.00457534242300648	0.0121054869918205	-2.93085635770143
2283	28	69	0	A_07_P018845	b1759	0.639268236567303	3.97989671929596	0.00457976690002338	0.0121138095719133	-2.93189637016933
10717	131	57	0	A_07_P018872	b1765	-0.496745744821652	-3.97879315929779	0.00458656209101637	0.0121283964617831	-2.93349165715618
10924	134	18	0	A_07_P060476	ECs1391	1.05068786125515	3.97855412910987	0.00458803536077202	0.0121289062063167	-2.93383721613665
11625	142	63	0	A_07_P042816	Z3693	-0.672572084779365	-3.97743854082285	0.00459491809796382	0.0121435984750808	-2.9354500891132
5254	65	6	0	A_07_P035369	c_2330	-0.57617761871867	-3.97723790102283	0.0045961571508831	0.0121435984750808	-2.93574018350303
11881	145	73	0	A_07_P017900	b3374	0.650951275046543	3.97688208818891	0.00459835536543759	0.0121460184108826	-2.93625464733981
3142	39	26	0	A_07_P055701	ECs2885	0.517642833296985	3.97642965485924	0.00460115214522827	0.0121500175967667	-2.93690883720207
7544	92	82	0	A_07_P020743	b1622	-0.591937175643181	-3.97579856433121	0.0046050563941151	0.0121569381730932	-2.93782139901922
3902	48	48	0	A_07_P042371	c_2155	-0.56679089020482	-3.97503441418752	0.00460978861641914	0.0121660400598278	-2.93892643621549
14532	178	18	0	A_07_P009534	b1489	-0.710221697986956	-3.97480591021839	0.00461120471552691	0.0121663874834181	-2.93925689062723
4346	53	82	0	A_07_P017709	b3336	1.08319851638963	3.96941038505632	0.0046447793391567	0.0122515594264807	-2.94706170430723
12357	151	57	0	A_07_P047521	Z5930	0.540358610988791	3.96842434514417	0.00465094368414842	0.01226440383526	-2.94848845852383
7783	95	75	0	A_07_P051128	Z1345	0.555352518506033	3.96772805881805	0.00465530193163381	0.0122724797930519	-2.94949602958752
5205	64	39	0	A_07_P012838	b3281	0.543331760109108	3.96310614512045	0.00468434399484984	0.0123456055423533	-2.95618584857528
12972	159	16	0	A_07_P061425	ECs4993	0.598451196390437	3.96193309773769	0.00469174604915547	0.0123616741523228	-2.95788417862369
10671	131	11	0	A_07_P004285	b0766	0.547945176924624	3.96046998347678	0.00470099619286708	0.0123809066483436	-2.96000271827875
14501	177	69	0	A_07_P050756	Z1965	0.580464663498342	3.96036514597435	0.00470165975655532	0.0123809066483436	-2.96015453018322
10804	132	62	0	A_07_P007907	b0239	0.540272239690908	3.95944025473911	0.00470751820038102	0.0123928883807696	-2.96149389859774
5567	68	73	0	A_07_P044167	Z6021	-1.23958050424961	-3.95864143973645	0.00471258440727473	0.0124027784122551	-2.96265078163281
9989	122	67	0	A_07_P047495	Z5901	0.530333297923443	3.95737902678205	0.00472060285117793	0.0124204306128771	-2.96447924029356
9445	116	15	0	A_07_P011526	b4159	0.565154862224009	3.95607249713486	0.00472891705160822	0.0124388509616309	-2.96637181652524
5321	65	73	0	A_07_P014219	b2387	-0.833853516735112	-3.95562829644413	0.00473174736288985	0.0124428403723744	-2.96701531523823
6411	79	15	0	A_07_P034083	c_3873	0.74404102975767	3.95528101279992	0.00473396142442247	0.0124452074971217	-2.96751843144121
6459	79	63	0	A_07_P010475	b1837	-0.885353452363712	-3.95450568793018	0.00473890845100251	0.0124547560621243	-2.96864171576694
10449	128	35	0	A_07_P050030	Z1549	0.827173053101813	3.95348607428869	0.00474542269579875	0.012468417135813	-2.97011904333889
9039	111	19	0	A_07_P017603	b4384	0.460224217177129	3.95157660189706	0.00475764825522495	0.0124970727325265	-2.97288606102462
2597	32	55	0	A_07_P013594	b2507	-0.488614974568923	-3.95089955308894	0.00476199129418819	0.0125050129022874	-2.97386728732325
14374	176	24	0	A_07_P000138	b3082	0.625424093947589	3.9483645152754	0.00477829082288503	0.0125443377700574	-2.97754177253716
13775	168	81	0	A_07_P005221	b0955	1.05363759248397	3.94791055027685	0.00478121604507316	0.0125465693244335	-2.97819987406258
12552	154	6	0	A_07_P048896	ABH-0244103	-0.701098264035337	-3.94782150726095	0.00478179004024546	0.0125465693244335	-2.97832896061637
9275	114	9	0	A_07_P015655	b1792	0.487369157445531	3.94254614949471	0.00481592975049757	0.0126326465235982	-2.98597854569506
9646	118	52	0	A_07_P011636	b4184	0.715042873157526	3.94159731489432	0.0048220980924853	0.0126453247873812	-2.9873547977561
6808	84	2	0	A_07_P062208	ECs1219	0.740387096097041	3.93949698581173	0.0048357826653175	0.0126766344510453	-2.99040167024127
3514	43	70	0	A_07_P003491	b2146	-0.512749287265133	-3.93935424606783	0.00483671420038829	0.0126766344510453	-2.99060875854502
3201	40	3	0	A_07_P056330	ECs3802	-0.554841243680826	-3.93874909365274	0.00484066564610711	0.0126834813277805	-2.9914867494198
13529	165	81	0	A_07_P014214	b2386	-0.600735257049633	-3.93818757687716	0.00484433528735983	0.0126891725777687	-2.99230147377104
11699	143	55	0	A_07_P042729	Z3621	0.725433979133297	3.93797974121964	0.00484569430370609	0.0126891725777687	-2.99260304021016
11804	144	78	0	A_07_P032211	c_2664	-0.697605533848165	-3.93780202930332	0.004846856670858	0.0126891725777687	-2.99286090200874
11691	143	47	0	A_07_P001047	b2252	0.922200680823236	3.93702962492208	0.00485191226936468	0.012698898318713	-2.99398171637477
35	1	35	0	A_07_P009416	b1465	-1.62996450482676	-3.93542261401874	0.00486244887515693	0.0127229601506869	-2.99631385362527
1828	23	24	0	A_07_P047604	Z5972	0.656100901140246	3.93505483745793	0.00486486373360095	0.0127257634036642	-2.99684762804886
6855	84	49	0	A_07_P011885	b2948	0.481956401334804	3.93444442167853	0.00486887464812905	0.0127327390025064	-2.99773359698452
1719	21	79	0	A_07_P013561	b2501	-0.505979918317981	-3.93421306495591	0.00487039577891761	0.0127332014402174	-2.99806940514043
318	4	72	0	A_07_P044726	Z3074	0.837615621167993	3.93320319098464	0.00487704154520325	0.0127470578135114	-2.99953529193566
12198	149	62	0	A_07_P057581	ECs4597	0.558252573430231	3.93068674728904	0.00489364441325751	0.0127869241054828	-3.00318862285922
7670	94	44	0	A_07_P048542	ABH-0285131	0.577273728825084	3.92963001309705	0.00490063468842423	0.012801657961598	-3.00472301711485
12546	153	82	0	A_07_P045087	Z3223	1.41254726338388	3.92899376567792	0.00490484865721295	0.0128091333005572	-3.00564692804715
9574	117	62	0	A_07_P040636	c_1272	0.527958352440685	3.92844279323905	0.00490850100066595	0.0128151382244509	-3.00644705147983
4878	60	40	0	A_07_P030390	c_3171	0.663654235913756	3.92652742661942	0.00492122067253327	0.0128448063406545	-3.00922885772898
11883	145	75	0	A_07_P019531	b2526	0.589701041513227	3.92618059447328	0.0049235277418831	0.0128472878157346	-3.00973263454679
6328	78	14	0	A_07_P051074	Z1334	0.712117109402068	3.92585788143527	0.00492567542487422	0.0128493521411205	-3.01020139215294
4359	54	13	0	A_07_P005607	b3737	-0.469028129320045	-3.92424476053922	0.00493642607456168	0.0128710615024022	-3.01254473725703
2175	27	43	0	A_07_P062304	ECs1238	0.563355300833894	3.92420142908254	0.00493671520673852	0.0128710615024022	-3.01260768855931
2933	36	63	0	A_07_P002001	b2711	0.586582970866241	3.92195732062318	0.00495171422576916	0.0129054532291636	-3.01586822885429
4700	58	26	0	A_07_P001090	b2260	0.578081583225081	3.92182036781075	0.00495263117483209	0.0129054532291636	-3.01606723330067
5063	62	61	0	A_07_P020681	b1610	-0.684472061429395	-3.92049529883714	0.00496151247833954	0.0129250402075996	-3.01799280014976
3453	43	9	0	A_07_P048933	ABH-0244116	0.516972539884589	3.91725028713882	0.00498333500993406	0.0129783198279064	-3.0227093535885
6090	75	22	0	A_07_P054691	ECs2234	0.673322896427094	3.91664317558922	0.00498742930942381	0.0129854124295938	-3.02359192819272
7159	88	25	0	A_07_P039831	c_4480	-1.05448914018477	-3.91608561633293	0.00499119263547763	0.0129916396381545	-3.02440250925914
14290	175	22	0	A_07_P052141	Z4726	0.732830391987657	3.91552410600562	0.00499498573130498	0.0129979408920112	-3.0252188750188
13728	168	34	0	A_07_P060292	ECs4545	0.584222763486842	3.91433366163588	0.00500303768763309	0.0130153180382479	-3.02694976695911
3195	39	79	0	A_07_P045861	Z4403	0.876043364353183	3.91279008672184	0.0050134990467711	0.01303895194152	-3.02919437912605
11007	135	19	0	A_07_P059629	ECs0234	0.521882400060731	3.91240083107559	0.00501614090171256	0.0130422417296243	-3.02976046953616
3078	38	44	0	A_07_P062870	ECs5348	-0.591142268513566	-3.91124084080596	0.0050240226110876	0.0130591498826075	-3.03144754725395
8085	99	49	0	A_07_P010739	b0009	0.626454350014318	3.91060076307632	0.00502837743316654	0.0130668836891505	-3.03237854397462
11408	140	10	0	A_07_P006532	b2914	-0.707734878549195	-3.90997339709538	0.00503264972790453	0.0130730169917883	-3.03329110269145
11041	135	53	0	A_07_P051220	Z1373	0.677073405254905	3.90984890222631	0.00503349799082052	0.0130730169917883	-3.03347219741127
4925	61	5	0	A_07_P057078	ECs1059	0.68618462968425	3.90888529283205	0.00504006890362151	0.0130864946971225	-3.03487396597036
813	10	75	0	A_07_P019944	b2613	0.687331452054614	3.90788267458934	0.00504691565968987	0.0130983040217638	-3.03633260807648
8459	104	13	0	A_07_P002847	b0178	0.500615374363686	3.90781432465921	0.00504738277865688	0.0130983040217638	-3.03643205053006
13996	171	56	0	A_07_P016979	b3607	0.626499828236332	3.90367400995116	0.00507576592947441	0.0131683524743855	-3.04245692576872
4480	55	52	0	A_07_P004711	b0852	0.669207904795929	3.90257037831016	0.00508336074308014	0.0131844449502889	-3.04406327374342
2090	26	40	0	A_07_P033475	c_0860	-0.646069114812442	-3.90182735387316	0.00508848089623617	0.0131922856141127	-3.04514484228328
6828	84	22	0	A_07_P048095	Z2255	0.481303446040868	3.9017275155836	0.0050891693025726	0.0131922856141127	-3.04529017529128
4731	58	57	0	A_07_P000370	b3129	-0.682098320341604	-3.89966409377872	0.00510341958692935	0.0132256061087264	-3.04829415268979
1882	23	78	0	A_07_P062487	ECs1294	0.639066073550321	3.8983307770929	0.00511265058252255	0.013245904353844	-3.05023551732027
6945	85	57	0	A_07_P017858	b3366	0.841917636771518	3.89679469360733	0.00512330776430135	0.0132698854644415	-3.05247240213073
1003	13	19	0	A_07_P001721	b1104	-0.683718442940116	-3.8964956844868	0.00512538504605482	0.0132712890370684	-3.05290786225861
4820	59	64	0	A_07_P059054	ACA-0244201	0.469968781418345	3.89631339781046	0.0051266518778118	0.0132712890370684	-3.05317333999477
15480	189	64	0	A_07_P006156	b2835	0.638301382270009	3.89608467962981	0.00512824187150431	0.0132717778707347	-3.05350644544506
688	9	32	0	A_07_P009010	b4073	0.479185642494096	3.8940843390147	0.0051421704789841	0.0133041897779124	-3.05642003037729
1805	23	1	0	A_07_P060731	ECs1534	0.521270049956197	3.89373706344594	0.005144592759667	0.0133068221244035	-3.05692590499824
9239	113	55	0	A_07_P047192	Z5563	1.00846964682739	3.89232405582883	0.00515446134073942	0.0133287081134272	-3.058984385876
15021	184	15	0	A_07_P060476	ECs1391	0.703999594948885	3.89128519740833	0.00516172986894646	0.0133438606219053	-3.06049796657946
1853	23	49	0	A_07_P019547	b2529	0.614406880222502	3.89057758026864	0.00516668715572136	0.0133530315795342	-3.06152901946653
11299	138	65	0	A_07_P009190	b1419	0.759600520177384	3.89010464164418	0.00517000324387123	0.0133566606110537	-3.0622181634044
10706	131	46	0	A_07_P044167	Z6021	-1.20310481426463	-3.8899751527921	0.00517091157735789	0.0133566606110537	-3.06240685347452
1182	15	34	0	A_07_P005658	b3747	0.783110441656177	3.8891892709029	0.00517642805034795	0.0133672645836684	-3.06355208008133
2293	28	79	0	A_07_P008756	b4023	-0.584233560081811	-3.88767314693155	0.00518708840091509	0.0133911423639868	-3.06576167578737
9315	114	49	0	A_07_P057637	ECs4642	-0.558759833979764	-3.88695767591867	0.00519212733751852	0.0134004986760151	-3.06680450391592
2955	37	3	0	A_07_P047883	Z2122	0.668392652438554	3.88465332166072	0.00520839246198791	0.0134388159629391	-3.07016363953953
5670	70	12	0	A_07_P053741	ECs0310	-0.646474566482159	-3.88316744769019	0.00521890957294371	0.0134622852600552	-3.07233000894504
2995	37	43	0	A_07_P019468	b3938	-0.636996881096214	-3.88263517466379	0.00522268261229068	0.0134683500418234	-3.07310611923557
3488	43	44	0	A_07_P050247	Z1798	0.475791424701629	3.88016088354792	0.00524026043786987	0.0135082797278841	-3.07671437253481
3871	48	17	0	A_07_P003102	b2065	0.768897843307841	3.88005436742205	0.00524101858107835	0.0135082797278841	-3.07686972233293
8984	110	46	0	A_07_P037651	c_5044	0.535173920550067	3.8769838333442	0.0052629245244579	0.0135610503524661	-3.08134860475297
3418	42	56	0	A_07_P020831	b1640	0.52116726627226	3.87642009264545	0.00526695711933851	0.0135677502949074	-3.0821710446916
12250	150	32	0	A_07_P009777	b0642	0.478619019034663	3.87574639018326	0.00527178067750909	0.0135748319954678	-3.08315396076816
8013	98	59	0	A_07_P062494	ECs1295	0.686833957069985	3.87563585775188	0.00527257252019914	0.0135748319954678	-3.08331523052022
7928	97	56	0	A_07_P045236	Z3311	0.617808430697129	3.874374646366	0.00528161680294046	0.0135944223797424	-3.08515548175231
11514	141	34	0	A_07_P058311	ECs1791	1.01122997953174	3.87303878299557	0.00529121469174026	0.0136154266667111	-3.08710487993092
9301	114	35	0	A_07_P014007	b2344	0.657434179356377	3.86894878920503	0.00532071767191738	0.0136876256894083	-3.093074738225
6342	78	28	0	A_07_P058982	ACA-0285019	0.735664748680447	3.86722167132871	0.00533322944097653	0.0137160872291419	-3.09559632263935
486	6	76	0	A_07_P016568	b0561	0.582593180950698	3.86467120369763	0.00535176391968085	0.0137600184167256	-3.09932068780694
2888	36	18	0	A_07_P052470	Z2315	-2.54392328292362	-3.86364971138476	0.00535920668544287	0.0137746585382619	-3.10081257178867
6730	83	6	0	A_07_P048587	Z3275	0.965573146860303	3.86349067067132	0.0053603664877569	0.0137746585382619	-3.10104486181482
13679	167	67	0	A_07_P003426	b2133	-0.671539267989113	-3.86265956999493	0.00536643168697835	0.0137865041874312	-3.1022587944333
5597	69	21	0	A_07_P048749	ABH-0244047	0.758066600265152	3.8598014228085	0.00538734644938576	0.0138364819871426	-3.10643416633294
5994	74	8	0	A_07_P003442	b2136	-0.701950662508377	-3.85950838864288	0.00538949572155043	0.0138382497897874	-3.10686230876307
12447	152	65	0	A_07_P000373	b3130	-0.518727016836166	-3.85929238102898	0.00539108063151836	0.0138385679516916	-3.10717791724578
297	4	51	0	A_07_P042464	c_2378	0.603250036585353	3.85829655519492	0.00539839379954925	0.0138535860388324	-3.10863299378335
4287	53	23	0	A_07_P061102	ECs1629	0.815423903468868	3.85691067318124	0.00540858929433893	0.0138759907356388	-3.11065822019455
5472	67	60	0	A_07_P019385	b3921	0.609652301096655	3.853769077389	0.0054317780431889	0.0139313395652218	-3.1152500191597
5542	68	48	0	A_07_P056766	ECs0820	0.571122306451318	3.85358977167169	0.00543310476709558	0.0139313395652218	-3.11551213252783
8806	108	32	0	A_07_P051187	Z1363	0.611128330424094	3.85331789769734	0.00543511709177448	0.0139327277654365	-3.11590957214228
15293	187	41	0	A_07_P044167	Z6021	-1.33066579628576	-3.85231371025544	0.00544255674211474	0.0139480242049001	-3.11737762702312
5794	71	54	0	A_07_P000051	b3064	0.498487206447618	3.85107427444753	0.00545175441486057	0.0139678165587123	-3.11918977519749
861	11	41	0	A_07_P008540	b3967	0.476054868572176	3.84946563133774	0.00546371693969047	0.0139946800575306	-3.12154202185202
15305	187	53	0	A_07_P004791	b0868	0.791299483874712	3.84639129161385	0.00548665784091733	0.0140496412730924	-3.126038400601
4966	61	46	0	A_07_P002870	b0182	0.544515760754225	3.8458983957413	0.00549034551529839	0.0140552845191639	-3.12675939699811
6185	76	35	0	A_07_P049541	Z5040	0.478146144525808	3.84545145652382	0.00549369166987272	0.0140600506611819	-3.12741319560112
8989	110	51	0	A_07_P051860	Z0033	0.503554325275271	3.84193063843655	0.00552012847238439	0.0141238943518166	-3.1325644548987
269	4	23	0	A_07_P053221	ECs3214	0.603699537840533	3.8410564426991	0.0055267138025913	0.0141363401888446	-3.13384372057422
9937	122	15	0	A_07_P008155	b0292	0.998192481053748	3.84082720091313	0.00552844208681825	0.0141363401888446	-3.13417920045425
9586	117	74	0	A_07_P007586	b3531	0.581949609665097	3.8406908860472	0.00552947005908669	0.0141363401888446	-3.13437869119856
12849	157	57	0	A_07_P004740	b0857	-0.598781219807582	-3.83559068725877	0.00556808004448766	0.0142294946225146	-3.14184428668271
5384	66	54	0	A_07_P015846	b1834	-0.551302461216881	-3.83548118088958	0.00556891222188152	0.0142294946225146	-3.1420046163768
15160	185	72	0	A_07_P017954	b3385	-0.597378532675118	-3.83425396876581	0.00557824741962255	0.0142495036565978	-3.14380149667249
15503	190	5	0	A_07_P056534	ECs3930	-0.537240699443905	-3.83208069570543	0.00559482058271026	0.0142879861308794	-3.1469840609101
7029	86	59	0	A_07_P036431	c_3651	0.463528900430892	3.83060533970662	0.00560610175985772	0.0143129368920141	-3.14914492600269
3158	39	42	0	A_07_P062850	ACA-0285117	0.678984219202041	3.82961090622288	0.00561371944570715	0.0143285234679973	-3.15060156698936
13206	162	4	0	A_07_P049399	Z4913	-0.445212805493906	-3.82924281447863	0.00561654197915639	0.0143318657399163	-3.15114077732424
1232	16	2	0	A_07_P050550	Z1884	0.549128861339241	3.82784317635111	0.00562728840926914	0.0143554203642869	-3.15319123477886
10045	123	41	0	A_07_P050962	Z1215	0.572229576745093	3.82683554749808	0.00563503871746614	0.014371321144814	-3.15466755419355
14391	176	41	0	A_07_P047745	Z2089	0.733180322005862	3.82394976840235	0.00565729882374066	0.01442420846796	-3.15889633445757
7055	87	3	0	A_07_P020104	b2647	0.628597092212063	3.82346723524606	0.00566103019647112	0.0144298380034915	-3.15960353355923
1228	15	80	0	A_07_P013407	b2470	0.716581608562935	3.82284500380624	0.00566584575784391	0.0144382273387941	-3.16051551705573
12790	156	80	0	A_07_P035902	c_0200	-1.16451452611728	-3.82202640731942	0.00567218775299505	0.0144505009134936	-3.16171537993384
10154	124	68	0	A_07_P012516	b3208	-0.817810804496099	-3.82055160067271	0.00568363299802017	0.0144732217275956	-3.16387729847779
